OpenCloseState	type	Class
madeBy	domain	ProcedureExecution
Humidity	type	Class
GetSensingDataCommand	type	Class
hasTime	type	ObjectProperty
FeatureOfInterest	type	Class
isActedUponBy	inverseOf	actsUpon
stores	inverseOf	isStoredBy
isMeasurementOf	domain	Measurement
Humidity	deprecated	true
Smoke	subClassOf	Property
WellBeing	deprecated	true
GetSensingDataCommand	deprecated	true
hasPrice	deprecated	true
broader	type	ObjectProperty
Price	deprecated	true
hasDescription	type	DatatypeProperty
narrower	inverseOf	broader
relatesToMeasurement	type	ObjectProperty
hasOptionalCommand	subPropertyOf	hasCommand
Operation	type	Class
madeBy	inverseOf	madeExecution
Device	type	Class
hasOptionalCommand	type	ObjectProperty
StartStopFunction	type	Class
NotifyCommand	type	Class
OnState	subClassOf	OnOffState
isCommandOfInterestOf	inverseOf	hasCommandOfInterest
hasPropertyOfInterest	domain	FeatureOfInterest
Sensor	label	Sensor
Temperature	type	Class
hasMeterReading	domain	MeteringFunction
accomplishes	label	accomplishes
measuresProperty	subPropertyOf	observes
System	type	Class
Energy	type	Class
isFunctionOfInterestOf	domain	FunctionOfInterest
SwitchOnService	type	Class
hasSensingRange	type	ObjectProperty
Service	type	Class
OffState	type	Class
FunctionOfInterest	type	Class
isPropertyOfInterestOf	type	ObjectProperty
Appliance	label	Appliance
Profile	label	Profile
GetMeterDataCommand	deprecated	true
Light	subClassOf	Property
hasOptionalCommand	domain	Function
Temperature	deprecated	true
isOperationOf	inverseOf	hasOperation
accomplishes	range	Task
Device	subClassOf	FeatureOfInterest
hasMeterReading	type	ObjectProperty
Energy	deprecated	true
Power	type	Class
isStateOfInterestOf	domain	StateOfInterest
consistsOf	type	ObjectProperty
source	type	AnnotationProperty
OpenState	type	Class
isFunctionOfInterestOf	type	FunctionalProperty
TemporalEntity	type	Class
isMeasurementOf	label	isMeasurementOf
isConsumedBy	type	ObjectProperty
isExecutionOf	type	ObjectProperty
SensingFunction	subClassOf	Function
isStoredBy	type	ObjectProperty
isAbout	type	ObjectProperty
OpenCommand	subClassOf	Command
State	label	State
hasStateOfInterest	type	ObjectProperty
Pressure	subClassOf	Property
isStateOf	inverseOf	hasState
hasFunctionKind	type	ObjectProperty
Occupancy	label	Occupancy
hasSensorType	deprecated	true
StartState	type	Class
hasFunctionOfInterest	type	ObjectProperty
Task	type	Class
hasMeasurement	deprecated	true
Washing	type	Task
hasIdentifier	type	DatatypeProperty
title	type	AnnotationProperty
hasPropertyValue	range	PropertyValue
observes	inverseOf	isObservedBy
madeExecution	inverseOf	madeBy
isControlledBy	subPropertyOf	isActedUponBy
hasTimestamp	type	DatatypeProperty
hasPropertyKind	range	Property
StartStopState	deprecated	true
Power	deprecated	true
TemperatureSensor	type	Class
stores	subPropertyOf	isUsedFor
OpenCommand	deprecated	true
hasFeatureKind	range	FeatureKind
description	type	AnnotationProperty
hasInput	type	ObjectProperty
CloseCommand	type	Class
DoorSwitch	type	Class
SmokeSensor	subClassOf	Sensor
isProfileOf	type	ObjectProperty
Water	type	Class
hasFunctionOfInterest	range	FunctionOfInterest
Command	label	Command
isControlledByDevice	subPropertyOf	isControlledBy
TemperatureSensor	deprecated	true
SetRelativeLevelCommand	type	Class
isMeasurementOf	deprecated	true
controls	label	controls
EnergyEfficiency	deprecated	true
hasTimestamp	range	dateTime
DoorSwitch	deprecated	true
hasMeterReadingType	type	ObjectProperty
isControlledByDevice	deprecated	true
Switch	subClassOf	Actuator
Electricity	label	Electricity
Power	label	Power
hasSensingRange	range	Measurement
Safety	type	Task
isCommandOf	domain	Command
Occupancy	subClassOf	Property
Gas	subClassOf	Commodity
isUsedFor	type	ObjectProperty
Observation	label	Observation
hasPrice	type	ObjectProperty
Function	label	Function
isFunctionOfInterestOf	inverseOf	hasFunctionOfInterest
relatesToMeasurement	deprecated	true
GetCurrentMeterValueCommand	subClassOf	GetCommand
offers	inverseOf	isOfferedBy
hasTime	deprecated	true
controlsProperty	range	Property
isControlledByDevice	domain	Property
GetMeterHistoryCommand	subClassOf	GetCommand
isObservedBy	subPropertyOf	isActedUponBy
isControlledByDevice	range	Device
CommandOfInterest	type	Class
IlluminanceUnit	type	Class
issued	type	AnnotationProperty
HVAC	deprecated	true
hasFeatureKind	domain	FeatureOfInterest
hasCommand	type	ObjectProperty
observes	type	ObjectProperty
Currency	deprecated	true
EventFunction	subClassOf	Function
produces	subPropertyOf	isUsedFor
LightSwitch	subClassOf	Switch
UnitOfMeasure	type	Class
OnState	deprecated	true
Smoke	label	Smoke
Cleaning	type	Task
hasState	inverseOf	isStateOf
StartState	subClassOf	StartStopState
creator	type	AnnotationProperty
isMeasuredByDevice	deprecated	true
Lighting	deprecated	true
hasSensingRange	deprecated	true
whenPropertyValue	domain	Profile
EnergyUnit	subClassOf	UnitOfMeasure
HVAC	label	HVAC
isMeasuredIn	type	ObjectProperty
produces	type	ObjectProperty
Humidity	subClassOf	Property
TemperatureUnit	type	Class
hasModel	type	DatatypeProperty
hasManufacturer	type	DatatypeProperty
makesMeasurement	domain	Device
Comfort	deprecated	true
Price	subClassOf	Property
Sensor	subClassOf	Device
controlsProperty	type	ObjectProperty
OnOffFunction	type	Class
hasDeviceKind	range	FeatureKind
StepUpCommand	subClassOf	Command
hasPropertyOfInterest	range	PropertyOfInterest
isConsumedBy	inverseOf	consumes
isStateOf	type	ObjectProperty
isCommandOfInterestOf	type	FunctionalProperty
isProfileOf	inverseOf	hasProfile
SetLevelCommand	type	Class
ProcedureExecution	type	Class
Lighting	type	Task
LevelControlFunction	type	Class
hasFunctionOfInterest	domain	Device
GetCommand	subClassOf	Command
consumes	subPropertyOf	isUsedFor
Commodity	label	Commodity
OffState	subClassOf	OnOffState
SetRelativeLevelCommand	subClassOf	SetLevelCommand
hasMeterReading	deprecated	true
Coal	label	Coal
isFunctionOfInterestOf	type	ObjectProperty
hasSensorType	type	ObjectProperty
isMeasuredByDevice	range	Device
LevelControlFunction	deprecated	true
isProducedBy	type	ObjectProperty
GetCommand	type	Class
isAbout	deprecated	true
isValueOfProperty	domain	PropertyValue
PressureUnit	subClassOf	UnitOfMeasure
Temperature	subClassOf	Property
StepUpCommand	deprecated	true
madeExecution	domain	FeatureOfInterest
ActuatingFunction	type	Class
Energy	subClassOf	Property
Actuator	label	Actuator
MultiLevelState	subClassOf	State
MeteringFunction	subClassOf	Function
Occupancy	deprecated	true
Electricity	deprecated	true
represents	label	represents
hasDescription	deprecated	true
GetCommand	deprecated	true
consumes	type	ObjectProperty
StepDownCommand	subClassOf	Command
hasMeterReadingType	range	Property
Commodity	type	Class
OnOffState	subClassOf	State
Motion	deprecated	true
hasMandatoryCommand	type	ObjectProperty
Measurement	type	Class
isStateOfInterestOf	type	FunctionalProperty
isOperationOf	type	ObjectProperty
Property	label	Property
hasMeterReadingType	deprecated	true
StartCommand	type	Class
Actuation	type	Class
Appliance	subClassOf	Device
Service	label	Service
note	type	AnnotationProperty
StartCommand	subClassOf	Command
