Color	disjointWith	DigitalRepresentation
Service	disjointWith	Light
Fluorescence	label	Fluorescence
TemporalUnit	subClassOf	UnitOfMeasure
source	type	AnnotationProperty
Photometer	type	Class
CommunicationProtocol	type	Class
Fluorescence	type	NamedIndividual
contains	label	contains
Geometry	disjointWith	Light
ReflectionOfLight	type	LightProperty
Sensor	subClassOf	Device
Property	label	Property
FrequencyUnit	type	Class
LightAbsorption	type	NamedIndividual
FrequencyUnit	subClassOf	UnitOfMeasure
TESS	subClassOf	Photometer
hasShield	range	boolean
Period	type	Property
Color	type	Class
SpatialThing	disjointWith	Service
Period	label	Period
Frequency	type	Property
SpatialThing	disjointWith	Geometry
hasIdentifier	type	DatatypeProperty
location	label	location
Height	label	Height
centimetre	type	NamedIndividual
UnitOfMeasure	disjointWith	Light
CompassDirection	type	Class
millimetre	type	NamedIndividual
Color	disjointWith	CommunicationProtocol
Lamppost	subClassOf	Device
encapsulates	type	FunctionalProperty
Service	disjointWith	Geometry
hasFrequencyMeasurement	type	ObjectProperty
LightMagnitude	type	NamedIndividual
hasRevisionNumber	type	DatatypeProperty
kilometre	type	LengthUnit
Device	label	Device
isProjectedInDirection	type	ObjectProperty
reciprocal_day	type	NamedIndividual
usesCommunicationProtocol	type	ObjectProperty
makesMeasurement	type	ObjectProperty
measuresProperty	type	ObjectProperty
UnitOfMeasure	disjointWith	CommunicationInterface
SpatialThing	disjointWith	CompassDirection
Irradiance	label	Irradiance
contributor	type	AnnotationProperty
isConnectedTo	type	ObjectProperty
hasTimestamp	type	FunctionalProperty
SpatialThing	disjointWith	DigitalRepresentation
Measurement	disjointWith	CommunicationProtocol
metre	type	NamedIndividual
Lamppost	type	Class
hasTimestamp	type	DatatypeProperty
CommunicationInterface	type	Class
centimetre	type	LengthUnit
hectometre	label	Hectometre
centimetre	label	Centimetre
CommunicationInterface	disjointWith	CommunicationProtocol
Measurement	disjointWith	Light
Device	subClassOf	System
UnitOfMeasure	disjointWith	Color
Sensor	type	Class
affectsProperty	type	ObjectProperty
hasVersion	type	FunctionalProperty
description	type	AnnotationProperty
hasTimestamp	range	dateTime
Service	label	Service
CompassDirection	disjointWith	Geometry
CommunicationProtocol	disjointWith	Geometry
hasVersion	type	DatatypeProperty
isMeasuredIn	type	ObjectProperty
CommunicationInterface	disjointWith	Light
hasProjectionAngle	type	FunctionalProperty
TemporalUnit	type	Class
Device	type	Class
