Genre	type	Class
Multiplayer	subClassOf	Achievement
isItemInGame	range	Game
isFriendWithPlayer	type	ObjectProperty
HardMode	subClassOf	Achievement
startTime	type	DatatypeProperty
Loyalty	type	Class
isItemInGame	type	ObjectProperty
isEventInGame	type	ObjectProperty
hasAchievement	type	ObjectProperty
livesIn	type	ObjectProperty
isPlayerInSession	range	Session
livesIn	range	PopulatedPlace
GameProduct	subClassOf	Product
ProductOrService	type	Class
startTime	range	dateTime
Player	subClassOf	Agent
Achievement	type	Class
endTime	type	DatatypeProperty
VideoGameOntology	type	Ontology
isSessionInGame	domain	Session
Session	label	Session
isAchievedInSession	inverseOf	involvesAchievement
ownsItem	domain	Character
endTime	range	dateTime
involvesPlayer	domain	Session
creator	type	ObjectProperty
hasLeaderboard	domain	Game
InstantaneousEvent	type	Class
Collection	type	Class
username	domain	Player
eventTime	range	dateTime
Luck	label	Luck
hasItem	domain	Game
